Unnamed: 0_no_transform,tenure_no_transform,MonthlyCharges_no_transform
916.0,23.0,75.4000015258789
917.0,72.0,65.55000305175781
918.0,26.0,80.69999694824219
919.0,21.0,104.5500030517578
920.0,60.0,24.149999618530277
921.0,12.0,20.450000762939453
922.0,16.0,75.4000015258789
923.0,63.0,79.69999694824219
924.0,22.0,81.69999694824219
925.0,32.0,76.30000305175781
926.0,3.0,79.4000015258789
927.0,13.0,81.1500015258789
928.0,68.0,103.75
929.0,30.0,86.44999694824219
930.0,16.0,75.0999984741211
931.0,33.0,80.5999984741211
932.0,72.0,19.299999237060547
933.0,4.0,84.5999984741211
934.0,12.0,33.599998474121094
935.0,4.0,83.25
936.0,0.0,80.8499984741211
937.0,6.0,79.05000305175781
938.0,65.0,108.0500030517578
939.0,15.0,19.899999618530277
940.0,24.0,21.049999237060547
941.0,13.0,30.149999618530277
942.0,24.0,79.8499984741211
943.0,72.0,65.5
944.0,54.0,104.0999984741211
945.0,3.0,74.4000015258789
946.0,4.0,20.5
947.0,32.0,91.3499984741211
948.0,35.0,99.0500030517578
949.0,35.0,20.5
950.0,2.0,44.95000076293945
951.0,8.0,75.5999984741211
952.0,22.0,55.09999847412109
953.0,15.0,58.95000076293945
954.0,22.0,95.0999984741211
955.0,1.0,44.70000076293945
956.0,71.0,25.450000762939453
957.0,4.0,56.75
958.0,25.0,81.75
959.0,32.0,86.0999984741211
960.0,7.0,29.799999237060547
961.0,17.0,20.5
962.0,8.0,60.900001525878906
963.0,56.0,73.25
964.0,1.0,45.70000076293945
965.0,8.0,100.3000030517578
966.0,7.0,19.25
967.0,3.0,20.850000381469727
968.0,71.0,77.3499984741211
969.0,2.0,96.0
970.0,1.0,90.5500030517578
971.0,49.0,93.8499984741211
972.0,58.0,70.0999984741211
973.0,44.0,30.350000381469727
974.0,59.0,75.94999694824219
975.0,71.0,108.0500030517578
976.0,1.0,69.9000015258789
977.0,11.0,75.25
978.0,62.0,103.75
979.0,35.0,54.95000076293945
980.0,20.0,19.5
981.0,40.0,19.600000381469727
982.0,39.0,47.84999847412109
983.0,1.0,86.5999984741211
984.0,72.0,23.75
985.0,33.0,80.5999984741211
986.0,12.0,43.79999923706055
987.0,1.0,19.75
988.0,27.0,19.149999618530277
989.0,34.0,19.600000381469727
990.0,56.0,80.30000305175781
991.0,58.0,24.350000381469727
992.0,22.0,25.25
993.0,10.0,26.100000381469727
994.0,13.0,20.0
995.0,35.0,85.30000305175781
996.0,34.0,70.0
997.0,4.0,94.3000030517578
998.0,72.0,20.700000762939453
999.0,2.0,70.30000305175781
1000.0,7.0,95.3499984741211
1001.0,27.0,75.5
1002.0,4.0,69.55000305175781
1003.0,37.0,19.850000381469727
1004.0,21.0,20.0
1005.0,53.0,95.8499984741211
1006.0,18.0,90.0999984741211
1007.0,2.0,68.94999694824219
1008.0,32.0,99.5500030517578
1009.0,23.0,20.75
1010.0,3.0,50.150001525878906
1011.0,71.0,58.650001525878906
1012.0,9.0,95.9000015258789
1013.0,1.0,49.5
1014.0,18.0,57.45000076293945
1015.0,12.0,53.650001525878906
1016.0,71.0,80.0999984741211
1017.0,64.0,24.399999618530277
1018.0,4.0,40.04999923706055
1019.0,23.0,19.5
1020.0,39.0,51.04999923706055
1021.0,28.0,54.34999847412109
1022.0,5.0,84.69999694824219
1023.0,45.0,86.0999984741211
1024.0,37.0,70.3499984741211
1025.0,60.0,110.0
1026.0,8.0,100.5999984741211
1027.0,47.0,94.9000015258789
1028.0,26.0,83.75
1029.0,3.0,88.30000305175781
1030.0,50.0,69.75
1031.0,27.0,71.5999984741211
1032.0,8.0,92.0999984741211
1033.0,62.0,23.649999618530277
1034.0,71.0,81.8499984741211
1035.0,66.0,25.100000381469727
1036.0,68.0,114.6999969482422
1037.0,13.0,49.150001525878906
1038.0,56.0,80.9000015258789
1039.0,38.0,79.44999694824219
1040.0,14.0,90.4499969482422
1041.0,16.0,19.299999237060547
1042.0,14.0,70.19999694824219
1043.0,32.0,69.75
1044.0,8.0,54.25
1045.0,43.0,99.3000030517578
1046.0,52.0,74.0
1047.0,3.0,50.25
1048.0,29.0,19.799999237060547
1049.0,1.0,19.649999618530277
1050.0,12.0,43.650001525878906
1051.0,16.0,35.5
1052.0,40.0,80.75
1053.0,5.0,39.5
1054.0,40.0,97.0999984741211
1055.0,36.0,19.549999237060547
1056.0,5.0,80.0
1057.0,10.0,84.69999694824219
1058.0,2.0,89.55000305175781
1059.0,23.0,90.5999984741211
1060.0,26.0,20.049999237060547
1061.0,72.0,112.4000015258789
1062.0,34.0,50.20000076293945
1063.0,10.0,62.25
1064.0,14.0,55.70000076293945
1065.0,23.0,90.05000305175781
1066.0,47.0,19.649999618530277
1067.0,24.0,89.25
1068.0,49.0,99.0500030517578
1069.0,20.0,54.0
1070.0,2.0,69.75
1071.0,2.0,49.04999923706055
1072.0,22.0,56.75
1073.0,7.0,98.0500030517578
1074.0,1.0,21.100000381469727
1075.0,59.0,96.6500015258789
1076.0,58.0,24.5
1077.0,41.0,114.5
1078.0,59.0,79.19999694824219
1079.0,3.0,69.55000305175781
1080.0,32.0,20.049999237060547
1081.0,46.0,98.8499984741211
1082.0,0.0,25.75
1083.0,2.0,80.94999694824219
1084.0,52.0,19.600000381469727
1085.0,13.0,74.30000305175781
1086.0,11.0,89.69999694824219
1087.0,32.0,87.6500015258789
1088.0,17.0,100.4499969482422
1089.0,16.0,74.75
1090.0,51.0,107.4499969482422
1091.0,29.0,75.3499984741211
1092.0,70.0,64.94999694824219
1093.0,71.0,100.4499969482422
1094.0,41.0,68.5
1095.0,1.0,80.55000305175781
1096.0,7.0,81.25
1097.0,25.0,90.4000015258789
1098.0,67.0,89.55000305175781
1099.0,5.0,55.70000076293945
1100.0,15.0,24.799999237060547
1101.0,20.0,20.0
1102.0,3.0,56.150001525878906
1103.0,54.0,105.1999969482422
1104.0,42.0,19.549999237060547
1105.0,9.0,79.75
1106.0,63.0,97.4499969482422
1107.0,69.0,24.25
1108.0,69.0,24.600000381469727
1109.0,40.0,50.150001525878906
1110.0,60.0,39.59999847412109
1111.0,4.0,94.4000015258789
1112.0,71.0,89.8499984741211
1113.0,37.0,78.94999694824219
1114.0,32.0,98.8499984741211
1115.0,39.0,53.84999847412109
1116.0,38.0,24.25
1117.0,52.0,89.44999694824219
1118.0,48.0,105.25
1119.0,70.0,59.5
1120.0,20.0,70.55000305175781
1121.0,50.0,82.5
1122.0,19.0,44.84999847412109
1123.0,25.0,61.59999847412109
1124.0,12.0,49.04999923706055
1125.0,39.0,105.6500015258789
1126.0,7.0,74.6500015258789
1127.0,23.0,66.25
1128.0,27.0,19.399999618530277
1129.0,47.0,86.05000305175781
1130.0,26.0,19.149999618530277
1131.0,14.0,64.69999694824219
1132.0,11.0,104.0500030517578
1133.0,2.0,19.25
1134.0,26.0,81.94999694824219
1135.0,72.0,114.6500015258789
1136.0,63.0,20.0
1137.0,71.0,19.799999237060547
1138.0,11.0,65.1500015258789
1139.0,14.0,19.649999618530277
1140.0,13.0,88.94999694824219
1141.0,6.0,20.200000762939453
1142.0,11.0,75.19999694824219
1143.0,18.0,56.79999923706055
1144.0,1.0,35.54999923706055
1145.0,32.0,75.5
1146.0,29.0,35.599998474121094
1147.0,3.0,60.25
1148.0,2.0,95.1500015258789
1149.0,13.0,96.6500015258789
1150.0,41.0,40.34999847412109
1151.0,1.0,18.850000381469727
1152.0,7.0,54.84999847412109
1153.0,52.0,64.30000305175781
1154.0,45.0,24.649999618530277
1155.0,70.0,76.0999984741211
1156.0,53.0,18.700000762939453
1157.0,62.0,97.9499969482422
1158.0,60.0,94.0999984741211
1159.0,3.0,80.4000015258789
1160.0,23.0,95.0999984741211
1161.0,1.0,31.350000381469727
1162.0,67.0,72.3499984741211
1163.0,12.0,89.75
1164.0,71.0,82.69999694824219
1165.0,25.0,19.899999618530277
1166.0,5.0,53.79999923706055
1167.0,26.0,51.54999923706055
1168.0,1.0,19.649999618530277
1169.0,70.0,44.04999923706055
1170.0,72.0,114.0
1171.0,60.0,94.4000015258789
1172.0,32.0,100.4000015258789
1173.0,1.0,19.850000381469727
1174.0,14.0,54.25
1175.0,13.0,80.0
1176.0,6.0,109.9000015258789
1177.0,46.0,79.19999694824219
1178.0,15.0,101.3499984741211
1179.0,43.0,94.3000030517578
1180.0,39.0,49.79999923706055
1181.0,21.0,60.04999923706055
1182.0,57.0,53.75
1183.0,53.0,93.4499969482422
1184.0,18.0,87.9000015258789
1185.0,1.0,60.150001525878906
1186.0,58.0,61.04999923706055
1187.0,71.0,104.0500030517578
1188.0,35.0,99.25
1189.0,3.0,85.69999694824219
1190.0,38.0,104.8499984741211
1191.0,35.0,69.1500015258789
1192.0,7.0,90.4499969482422
1193.0,47.0,74.44999694824219
1194.0,14.0,50.45000076293945
1195.0,20.0,60.0
1196.0,66.0,85.25
1197.0,15.0,19.450000762939453
1198.0,42.0,20.75
1199.0,17.0,78.9000015258789
1200.0,37.0,104.5
1201.0,12.0,49.400001525878906
1202.0,53.0,94.25
1203.0,60.0,25.0
1204.0,18.0,25.549999237060547
1205.0,1.0,74.9000015258789
1206.0,3.0,70.1500015258789
1207.0,9.0,69.4000015258789
1208.0,1.0,80.25
1209.0,56.0,93.1500015258789
1210.0,17.0,69.0
1211.0,11.0,66.3499984741211
1212.0,7.0,69.55000305175781
1213.0,69.0,20.200000762939453
1214.0,19.0,86.0
1215.0,3.0,80.30000305175781
1216.0,54.0,20.399999618530277
1217.0,62.0,23.75
1218.0,24.0,90.5500030517578
1219.0,62.0,70.44999694824219
1220.0,17.0,65.75
1221.0,9.0,24.600000381469727
1222.0,64.0,69.25
1223.0,2.0,75.9000015258789
1224.0,1.0,45.84999847412109
1225.0,16.0,49.95000076293945
1226.0,72.0,24.649999618530277
1227.0,30.0,90.4000015258789
1228.0,49.0,100.8499984741211
1229.0,61.0,75.3499984741211
1230.0,47.0,87.19999694824219
1231.0,20.0,64.4000015258789
1232.0,34.0,78.30000305175781
1233.0,70.0,24.700000762939453
1234.0,54.0,105.8499984741211
1235.0,61.0,98.3000030517578
1236.0,3.0,76.94999694824219
1237.0,13.0,19.450000762939453
1238.0,16.0,96.1500015258789
1239.0,3.0,58.70000076293945
1240.0,25.0,20.149999618530277
1241.0,30.0,64.5
1242.0,21.0,28.5
1243.0,1.0,45.29999923706055
1244.0,15.0,19.399999618530277
1245.0,23.0,90.4499969482422
1246.0,45.0,105.1500015258789
1247.0,24.0,83.1500015258789
1248.0,11.0,90.1500015258789
1249.0,1.0,45.04999923706055
1250.0,56.0,103.1999969482422
1251.0,1.0,75.80000305175781
1252.0,1.0,19.450000762939453
1253.0,7.0,79.30000305175781
1254.0,55.0,88.80000305175781
1255.0,2.0,30.899999618530277
1256.0,72.0,85.9000015258789
1257.0,45.0,34.20000076293945
1258.0,47.0,20.149999618530277
1259.0,46.0,95.25
1260.0,2.0,50.29999923706055
1261.0,2.0,80.1500015258789
1262.0,12.0,51.25
1263.0,68.0,89.5999984741211
1264.0,69.0,95.1999969482422
1265.0,56.0,94.8000030517578
1266.0,4.0,80.25
1267.0,64.0,76.0999984741211
1268.0,59.0,110.1500015258789
1269.0,62.0,115.5500030517578
1270.0,63.0,24.649999618530277
1271.0,53.0,53.59999847412109
1272.0,5.0,19.450000762939453
1273.0,49.0,88.19999694824219
1274.0,62.0,101.1500015258789
1275.0,55.0,56.79999923706055
1276.0,71.0,99.4000015258789
1277.0,72.0,20.100000381469727
1278.0,36.0,60.70000076293945
1279.0,25.0,20.950000762939453
1280.0,72.0,114.8499984741211
1281.0,36.0,19.25
1282.0,1.0,62.79999923706055
1283.0,72.0,105.5
1284.0,59.0,19.850000381469727
1285.0,7.0,89.5
1286.0,1.0,74.0999984741211
1287.0,30.0,107.5
1288.0,64.0,19.549999237060547
1289.0,63.0,68.80000305175781
1290.0,72.0,84.44999694824219
1291.0,8.0,75.0
1292.0,62.0,84.5
1293.0,67.0,111.1999969482422
1294.0,6.0,44.75
1295.0,70.0,80.5999984741211
1296.0,20.0,80.69999694824219
1297.0,5.0,75.5999984741211
1298.0,24.0,57.59999847412109
1299.0,11.0,44.04999923706055
1300.0,72.0,110.5999984741211
1301.0,66.0,58.20000076293945
1302.0,45.0,81.0
1303.0,69.0,19.700000762939453
1304.0,15.0,85.5999984741211
1305.0,28.0,59.54999923706055
1306.0,70.0,115.5500030517578
1307.0,36.0,75.55000305175781
1308.0,16.0,86.5999984741211
1309.0,18.0,85.19999694824219
1310.0,34.0,97.6500015258789
1311.0,42.0,45.09999847412109
1312.0,48.0,70.94999694824219
1313.0,47.0,109.5500030517578
1314.0,39.0,89.55000305175781
1315.0,11.0,20.899999618530277
1316.0,7.0,19.950000762939453
1317.0,3.0,24.600000381469727
1318.0,8.0,66.69999694824219
1319.0,1.0,19.450000762939453
1320.0,32.0,94.8000030517578
1321.0,60.0,65.8499984741211
1322.0,10.0,19.950000762939453
1323.0,71.0,24.649999618530277
1324.0,4.0,20.350000381469727
1325.0,1.0,69.25
1326.0,43.0,51.25
1327.0,59.0,99.5
1328.0,23.0,54.25
1329.0,72.0,19.399999618530277
1330.0,22.0,56.25
1331.0,1.0,25.149999618530277
1332.0,69.0,23.950000762939453
1333.0,50.0,35.400001525878906
1334.0,1.0,25.200000762939453
1335.0,2.0,45.0
1336.0,15.0,75.3499984741211
1337.0,31.0,20.399999618530277
1338.0,1.0,20.149999618530277
1339.0,66.0,105.0
1340.0,0.0,56.04999923706055
1341.0,3.0,54.70000076293945
1342.0,8.0,20.0
1343.0,64.0,73.05000305175781
1344.0,28.0,20.5
1345.0,57.0,100.75
1346.0,14.0,87.25
1347.0,19.0,19.950000762939453
1348.0,10.0,79.94999694824219
1349.0,51.0,49.650001525878906
1350.0,67.0,65.6500015258789
1351.0,11.0,20.450000762939453
1352.0,72.0,60.95000076293945
1353.0,66.0,20.350000381469727
1354.0,18.0,88.3499984741211
1355.0,9.0,19.5
1356.0,9.0,75.19999694824219
1357.0,48.0,111.4499969482422
1358.0,10.0,70.1500015258789
1359.0,9.0,94.75
1360.0,13.0,95.0500030517578
1361.0,4.0,78.44999694824219
1362.0,4.0,70.19999694824219
1363.0,72.0,92.0
1364.0,51.0,85.5
1365.0,59.0,41.04999923706055
1366.0,10.0,85.5999984741211
1367.0,61.0,82.1500015258789
1368.0,54.0,84.4000015258789
1369.0,33.0,60.900001525878906
1370.0,27.0,20.25
1371.0,1.0,79.19999694824219
1372.0,23.0,95.3000030517578
1373.0,1.0,19.850000381469727
1374.0,45.0,84.3499984741211
1375.0,39.0,19.850000381469727
1376.0,5.0,70.0
1377.0,72.0,82.30000305175781
1378.0,58.0,66.80000305175781
1379.0,70.0,44.59999847412109
1380.0,61.0,98.4499969482422
1381.0,2.0,70.69999694824219
1382.0,46.0,24.950000762939453
1383.0,1.0,49.95000076293945
1384.0,22.0,69.25
1385.0,48.0,102.5
1386.0,64.0,86.55000305175781
1387.0,72.0,24.299999237060547
1388.0,12.0,58.34999847412109
1389.0,34.0,94.25
1390.0,72.0,68.75
1391.0,29.0,85.80000305175781
1392.0,33.0,20.100000381469727
1393.0,1.0,20.350000381469727
1394.0,62.0,110.8000030517578
1395.0,41.0,73.0
1396.0,64.0,100.0500030517578
1397.0,4.0,82.8499984741211
1398.0,24.0,84.3499984741211
1399.0,14.0,19.549999237060547
1400.0,3.0,19.950000762939453
1401.0,4.0,99.8000030517578
1402.0,18.0,35.0
1403.0,8.0,66.25
1404.0,35.0,23.299999237060547
1405.0,1.0,76.0
1406.0,66.0,25.299999237060547
1407.0,8.0,44.54999923706055
1408.0,71.0,104.0999984741211
1409.0,43.0,92.5500030517578
1410.0,2.0,93.8499984741211
1411.0,29.0,101.4499969482422
1412.0,15.0,84.30000305175781
1413.0,65.0,94.5500030517578
1414.0,35.0,95.5
1415.0,64.0,100.3000030517578
1416.0,58.0,55.5
1417.0,18.0,49.84999847412109
1418.0,67.0,89.55000305175781
1419.0,63.0,19.149999618530277
1420.0,60.0,99.8000030517578
1421.0,9.0,84.4000015258789
1422.0,70.0,113.0500030517578
1423.0,15.0,101.0999984741211
1424.0,48.0,19.950000762939453
1425.0,12.0,74.1500015258789
1426.0,71.0,92.0
1427.0,44.0,73.8499984741211
1428.0,1.0,50.45000076293945
1429.0,45.0,24.450000762939453
1430.0,23.0,24.799999237060547
1431.0,43.0,64.8499984741211
1432.0,35.0,20.75
1433.0,9.0,68.94999694824219
1434.0,12.0,99.9499969482422
1435.0,65.0,109.4000015258789
1436.0,2.0,91.4000015258789
1437.0,27.0,49.0
1438.0,40.0,50.25
1439.0,5.0,75.55000305175781
1440.0,8.0,19.899999618530277
1441.0,58.0,97.8000030517578
1442.0,52.0,100.3000030517578
1443.0,3.0,55.79999923706055
1444.0,41.0,111.1500015258789
1445.0,20.0,98.5500030517578
1446.0,1.0,50.04999923706055
1447.0,4.0,80.80000305175781
1448.0,23.0,20.850000381469727
1449.0,6.0,19.5
1450.0,8.0,19.350000381469727
1451.0,18.0,69.5
1452.0,52.0,48.79999923706055
1453.0,31.0,94.5
1454.0,29.0,20.649999618530277
1455.0,36.0,106.0500030517578
1456.0,16.0,100.0
1457.0,42.0,108.3000030517578
1458.0,1.0,20.549999237060547
1459.0,60.0,99.6500015258789
1460.0,5.0,85.30000305175781
1461.0,22.0,95.9000015258789
1462.0,36.0,20.0
1463.0,4.0,70.4000015258789
1464.0,9.0,64.94999694824219
1465.0,1.0,74.5999984741211
1466.0,12.0,49.20000076293945
1467.0,23.0,73.75
1468.0,62.0,92.3000030517578
1469.0,37.0,98.8000030517578
1470.0,8.0,19.200000762939453
1471.0,31.0,88.6500015258789
1472.0,13.0,74.4000015258789
1473.0,24.0,98.75
1474.0,45.0,95.9499969482422
1475.0,69.0,105.4000015258789
1476.0,2.0,20.25
1477.0,61.0,106.0
1478.0,41.0,104.6999969482422
1479.0,44.0,49.04999923706055
1480.0,39.0,35.54999923706055
1481.0,72.0,65.0999984741211
1482.0,13.0,96.8499984741211
1483.0,51.0,69.75
1484.0,71.0,99.1999969482422
1485.0,22.0,96.6999969482422
1486.0,2.0,55.04999923706055
1487.0,56.0,106.8000030517578
1488.0,1.0,51.25
1489.0,23.0,57.75
1490.0,66.0,70.8499984741211
1491.0,1.0,19.549999237060547
1492.0,19.0,88.19999694824219
1493.0,11.0,79.5
1494.0,8.0,19.75
1495.0,52.0,98.1500015258789
1496.0,3.0,20.25
1497.0,51.0,79.1500015258789
1498.0,15.0,75.6500015258789
1499.0,64.0,94.25
1500.0,37.0,40.20000076293945
1501.0,13.0,19.950000762939453
1502.0,49.0,55.34999847412109
1503.0,45.0,102.1500015258789
1504.0,18.0,71.0999984741211
1505.0,1.0,74.69999694824219
1506.0,68.0,54.09999847412109
1507.0,54.0,19.649999618530277
1508.0,23.0,88.44999694824219
1509.0,17.0,76.6500015258789
1510.0,71.0,80.4000015258789
1511.0,67.0,19.25
1512.0,14.0,84.80000305175781
1513.0,1.0,25.799999237060547
1514.0,63.0,19.5
1515.0,41.0,68.5999984741211
1516.0,17.0,92.5999984741211
1517.0,56.0,100.5500030517578
1518.0,5.0,20.549999237060547
1519.0,2.0,42.59999847412109
1520.0,3.0,19.600000381469727
1521.0,37.0,67.44999694824219
1522.0,29.0,68.8499984741211
1523.0,8.0,43.54999923706055
1524.0,63.0,109.8499984741211
1525.0,7.0,20.649999618530277
1526.0,3.0,95.4000015258789
1527.0,72.0,21.0
1528.0,19.0,56.20000076293945
1529.0,59.0,18.399999618530277
1530.0,2.0,90.0
1531.0,35.0,25.75
1532.0,14.0,19.600000381469727
1533.0,14.0,75.3499984741211
1534.0,69.0,19.799999237060547
1535.0,7.0,64.19999694824219
1536.0,69.0,75.75
1537.0,72.0,78.94999694824219
1538.0,8.0,100.8499984741211
1539.0,4.0,50.29999923706055
1540.0,63.0,80.30000305175781
1541.0,72.0,19.850000381469727
1542.0,46.0,21.100000381469727
1543.0,5.0,69.94999694824219
1544.0,30.0,50.0
1545.0,63.0,104.75
1546.0,60.0,19.850000381469727
1547.0,63.0,107.5
1548.0,25.0,85.9000015258789
1549.0,1.0,45.84999847412109
1550.0,6.0,80.80000305175781
1551.0,22.0,25.25
1552.0,31.0,80.55000305175781
1553.0,39.0,81.5
1554.0,26.0,20.899999618530277
1555.0,53.0,106.0999984741211
1556.0,1.0,91.6999969482422
1557.0,12.0,67.25
1558.0,16.0,95.5999984741211
1559.0,2.0,20.350000381469727
1560.0,39.0,45.04999923706055
1561.0,1.0,74.94999694824219
1562.0,7.0,34.650001525878906
1563.0,4.0,69.3499984741211
1564.0,10.0,95.3499984741211
1565.0,55.0,81.55000305175781
1566.0,72.0,75.4000015258789
1567.0,10.0,67.80000305175781
1568.0,11.0,111.4000015258789
1569.0,15.0,46.29999923706055
1570.0,23.0,20.399999618530277
1571.0,1.0,20.049999237060547
1572.0,3.0,45.0
1573.0,47.0,96.0999984741211
1574.0,15.0,19.649999618530277
1575.0,66.0,99.5
1576.0,68.0,60.650001525878906
1577.0,17.0,98.5999984741211
1578.0,7.0,59.5
1579.0,12.0,80.44999694824219
1580.0,21.0,71.69999694824219
1581.0,21.0,36.0
1582.0,56.0,65.19999694824219
1583.0,6.0,48.95000076293945
1584.0,65.0,53.5
1585.0,42.0,80.44999694824219
1586.0,68.0,109.0500030517578
1587.0,48.0,26.299999237060547
1588.0,50.0,106.8000030517578
1589.0,7.0,64.94999694824219
1590.0,63.0,19.350000381469727
1591.0,17.0,21.100000381469727
1592.0,42.0,77.94999694824219
1593.0,4.0,18.850000381469727
1594.0,62.0,26.0
1595.0,2.0,74.69999694824219
1596.0,2.0,70.3499984741211
1597.0,48.0,96.9000015258789
1598.0,27.0,19.549999237060547
1599.0,70.0,80.4000015258789
1600.0,1.0,88.80000305175781
1601.0,46.0,94.6500015258789
1602.0,30.0,90.25
1603.0,15.0,64.6500015258789
1604.0,69.0,95.75
1605.0,65.0,19.549999237060547
1606.0,72.0,104.0999984741211
1607.0,13.0,89.05000305175781
1608.0,17.0,20.100000381469727
1609.0,51.0,111.5500030517578
1610.0,51.0,60.5
1611.0,72.0,90.9499969482422
1612.0,67.0,87.4000015258789
1613.0,34.0,19.700000762939453
1614.0,67.0,50.95000076293945
1615.0,49.0,20.049999237060547
1616.0,53.0,19.399999618530277
1617.0,27.0,59.45000076293945
1618.0,23.0,94.75
1619.0,69.0,81.5
1620.0,2.0,29.049999237060547
1621.0,35.0,86.44999694824219
1622.0,46.0,70.5999984741211
1623.0,54.0,97.1999969482422
1624.0,56.0,98.25
1625.0,9.0,75.75
1626.0,20.0,59.20000076293945
1627.0,11.0,75.9000015258789
1628.0,30.0,90.05000305175781
1629.0,68.0,70.94999694824219
1630.0,38.0,102.5999984741211
1631.0,17.0,85.3499984741211
1632.0,48.0,106.0999984741211
1633.0,1.0,43.79999923706055
1634.0,63.0,59.0
1635.0,3.0,69.94999694824219
1636.0,48.0,24.350000381469727
1637.0,66.0,29.450000762939453
1638.0,68.0,84.4000015258789
1639.0,17.0,45.04999923706055
1640.0,7.0,20.649999618530277
1641.0,72.0,87.0999984741211
1642.0,29.0,19.850000381469727
1643.0,37.0,90.3499984741211
1644.0,34.0,109.8000030517578
1645.0,42.0,84.6500015258789
1646.0,59.0,65.5
1647.0,11.0,79.5
1648.0,60.0,80.94999694824219
1649.0,27.0,56.150001525878906
1650.0,1.0,85.80000305175781
1651.0,1.0,79.0999984741211
1652.0,17.0,34.400001525878906
1653.0,58.0,20.75
1654.0,1.0,18.799999237060547
1655.0,3.0,44.29999923706055
1656.0,53.0,90.8000030517578
1657.0,35.0,25.600000381469727
1658.0,50.0,105.9499969482422
1659.0,68.0,70.80000305175781
1660.0,47.0,25.399999618530277
1661.0,65.0,108.8000030517578
1662.0,5.0,69.75
1663.0,51.0,94.6500015258789
1664.0,46.0,96.0500030517578
1665.0,9.0,76.8499984741211
1666.0,8.0,20.25
1667.0,14.0,24.799999237060547
1668.0,45.0,115.6500015258789
1669.0,8.0,74.5999984741211
1670.0,1.0,50.150001525878906
1671.0,66.0,103.1500015258789
1672.0,72.0,72.0999984741211
1673.0,41.0,113.5999984741211
1674.0,23.0,25.100000381469727
1675.0,29.0,78.9000015258789
1676.0,4.0,80.1500015258789
1677.0,6.0,25.399999618530277
1678.0,67.0,105.4000015258789
1679.0,7.0,45.75
1680.0,56.0,24.450000762939453
1681.0,72.0,25.0
1682.0,72.0,85.25
1683.0,23.0,19.600000381469727
1684.0,35.0,50.150001525878906
1685.0,27.0,70.55000305175781
1686.0,26.0,60.04999923706055
1687.0,12.0,26.399999618530277
1688.0,40.0,20.149999618530277
1689.0,7.0,58.84999847412109
1690.0,70.0,97.5500030517578
1691.0,60.0,19.649999618530277
1692.0,39.0,25.25
1693.0,72.0,114.4499969482422
1694.0,1.0,34.70000076293945
1695.0,54.0,70.69999694824219
1696.0,3.0,85.30000305175781
1697.0,63.0,75.55000305175781
1698.0,71.0,84.80000305175781
1699.0,42.0,20.649999618530277
1700.0,47.0,20.450000762939453
1701.0,66.0,102.4499969482422
1702.0,21.0,104.4000015258789
1703.0,11.0,35.650001525878906
1704.0,1.0,99.75
1705.0,55.0,90.4499969482422
1706.0,69.0,97.6500015258789
1707.0,3.0,73.8499984741211
1708.0,4.0,74.4000015258789
1709.0,30.0,69.0999984741211
1710.0,5.0,82.75
1711.0,71.0,24.399999618530277
1712.0,29.0,55.25
1713.0,52.0,61.34999847412109
1714.0,68.0,76.75
1715.0,46.0,19.399999618530277
1716.0,8.0,54.75
1717.0,72.0,19.700000762939453
1718.0,17.0,19.899999618530277
1719.0,3.0,107.9499969482422
1720.0,2.0,83.80000305175781
1721.0,9.0,74.25
1722.0,51.0,56.400001525878906
1723.0,6.0,20.100000381469727
1724.0,3.0,94.9000015258789
1725.0,17.0,94.1999969482422
1726.0,30.0,49.900001525878906
1727.0,31.0,71.05000305175781
1728.0,45.0,81.6500015258789
1729.0,64.0,89.44999694824219
1730.0,1.0,59.84999847412109
1731.0,1.0,69.5999984741211
1732.0,61.0,99.0
1733.0,1.0,19.049999237060547
1734.0,9.0,45.400001525878906
1735.0,72.0,114.4499969482422
1736.0,1.0,19.5
1737.0,7.0,44.25
1738.0,66.0,90.5500030517578
1739.0,1.0,69.9000015258789
1740.0,40.0,20.399999618530277
1741.0,16.0,71.4000015258789
1742.0,2.0,87.1500015258789
1743.0,67.0,24.850000381469727
1744.0,41.0,104.4499969482422
1745.0,56.0,19.799999237060547
1746.0,72.0,116.4499969482422
1747.0,3.0,84.75
1748.0,54.0,20.049999237060547
1749.0,52.0,110.75
1750.0,50.0,89.69999694824219
1751.0,14.0,89.94999694824219
1752.0,27.0,48.70000076293945
1753.0,72.0,96.5999984741211
1754.0,62.0,74.30000305175781
1755.0,12.0,54.29999923706055
1756.0,44.0,74.8499984741211
1757.0,54.0,79.94999694824219
1758.0,68.0,20.049999237060547
1759.0,20.0,19.399999618530277
1760.0,50.0,54.900001525878906
1761.0,58.0,24.450000762939453
1762.0,35.0,89.6500015258789
1763.0,2.0,45.400001525878906
1764.0,63.0,75.69999694824219
1765.0,58.0,110.6500015258789
1766.0,27.0,20.549999237060547
1767.0,71.0,115.1500015258789
1768.0,63.0,58.54999923706055
1769.0,71.0,93.25
1770.0,41.0,113.1999969482422
1771.0,13.0,90.5
1772.0,2.0,79.0
1773.0,68.0,19.350000381469727
1774.0,1.0,48.75
1775.0,65.0,109.0500030517578
1776.0,72.0,25.0
1777.0,28.0,54.900001525878906
1778.0,72.0,24.75
1779.0,2.0,91.1500015258789
1780.0,18.0,20.149999618530277
1781.0,60.0,104.3499984741211
1782.0,26.0,66.05000305175781
1783.0,1.0,71.6500015258789
1784.0,4.0,20.350000381469727
1785.0,68.0,92.1999969482422
